CPU_Load,baseline,cgroup,crun,runc,youki
0,0.33333333333333337,0.6666666666666667,0.0,0.33333333333333337,0.0
1,1.0,1.3333333333333335,1.3333333333333335,0.6666666666666667,0.0
2,1.0,1.0,1.3333333333333335,0.0,0.33333333333333337
3,1.0,0.6666666666666667,1.6666666666666667,1.3333333333333335,0.6666666666666667
4,1.0,1.0,0.33333333333333337,0.33333333333333337,0.0
5,3.6666666666666665,2.3333333333333335,0.33333333333333337,0.33333333333333337,0.33333333333333337
