CPU_Load,baseline,cgroup,crun,runc,youki
0,2.7962500000000006,3.163750000000002,7.999999999999998,6.32111111111111,6.928888888888888
1,28.0775,27.795,31.673333333333332,31.22888888888889,31.35888888888889
2,52.86,53.0125,56.34,56.18222222222222,56.693333333333335
3,76.75375,76.90625,80.311,79.60222222222222,79.68222222222222
4,99.845,99.84375,99.85,99.83222222222223,99.86111111111111
5,99.84375,99.84375,99.826,99.91666666666667,99.88888888888889
