CPU_Load,baseline,cgroup,crun,runc,youki
0,2.3925000000000036,3.6587499999999995,7.004444444444443,7.19888888888889,10.89111111111111
1,29.30625,28.4125,31.033333333333335,32.00666666666667,34.214444444444446
2,57.27625,53.93,57.84888888888889,56.21888888888889,58.27777777777778
3,77.44375,77.66375,79.79444444444444,79.29444444444444,81.554
4,79.2975,77.695,80.06666666666666,79.20666666666666,82.181
5,79.65875,78.255,80.27000000000001,79.23222222222222,82.01599999999999
