CPU_Load,baseline,cgroup,crun,runc,youki
0,0.08,0.1,0.02,0.04,0.04
1,0.04,0.02,0.04,0.1,0.06
2,0.3,0.42,0.48,0.32,0.24
3,0.42,0.3,0.13999999999999999,0.2,0.38
4,0.26,0.26,0.06,0.0,0.13999999999999999
5,0.8999999999999999,1.02,0.04,0.1,0.12
