CPU_Load,baseline,cgroup,crun,runc,youki
0,1.7999999999999985,1.2610000000000015,4.179000000000005,4.817000000000002,6.1640000000000015
1,26.058000000000003,27.095,30.958999999999996,29.537,28.97
2,51.916,51.279999999999994,53.701,53.721000000000004,53.947
3,75.578,75.878,77.75,77.57300000000001,77.05199999999999
4,99.35,99.35,99.375,99.276,99.251
5,99.376,99.327,99.424,99.35,99.45
