CPU_Load,baseline,cgroup,crun,runc,youki
0,3.6,3.4,3.0,4.0,3.6
1,1.4,1.2,1.6,0.8,1.6
2,1.0,0.6,1.8,1.2,2.0
3,0.0,0.2,0.2,0.8,1.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
