CPU_Load,baseline,cgroup,crun,runc,youki
0,0.32,0.04,0.1,0.04,0.04
1,0.33999999999999997,0.45999999999999996,0.12,0.13999999999999999,0.13999999999999999
2,1.2,2.04,0.7000000000000001,0.52,0.48
3,3.44,3.58,0.33999999999999997,0.13999999999999999,0.4
4,4.08,2.7,0.3,0.04,0.0
5,2.86,2.88,0.02,0.06,0.06
