CPU_Load,baseline,cgroup,crun,runc,youki
0,0.1070514496,0.0914387068,0.0980725876,0.0800731446,0.0790706702
1,0.0741983438,0.0836451694,0.0903429228,0.0743000588,0.0697952884
2,0.0774544898,0.08148063100000001,0.07646850940000001,0.0759934384,0.0696993596
3,0.08627528200000001,0.0957622286,0.0779599358,0.0778161916,0.0705840898
4,0.088950028,0.0996792966,0.0787570628,0.0741725052,0.07082114739999999
5,0.0785424794,0.09668129639999999,0.0609391084,0.07335073539999999,0.0660014098
