CPU_Load,baseline,cgroup,crun,runc,youki
0,3.145000000000002,1.3090000000000017,4.524999999999999,5.485000000000002,4.036000000000001
1,27.187,26.452999999999996,30.329,29.858000000000004,28.903
2,51.799,52.208000000000006,53.132000000000005,55.245000000000005,53.451
3,76.42699999999999,76.481,77.402,77.288,76.943
4,77.818,77.15299999999999,77.55199999999999,77.385,77.178
5,75.82300000000001,77.10799999999999,77.134,77.764,76.921
