CPU_Load,baseline,cgroup,crun,runc,youki
0,0.06,0.1,0.1,0.1,0.0
1,0.13999999999999999,0.06,0.12,0.22,0.04
2,0.52,0.52,0.12,0.04,0.13999999999999999
3,0.13999999999999999,0.48,0.08,0.08,0.12
4,1.22,0.9400000000000001,0.0,0.02,0.0
5,1.94,1.92,0.06,0.04,0.0
