CPU_Load,baseline,cgroup,crun,runc,youki
0,0.0029061126666666665,0.002642066,0.0020897906666666665,0.0021823133333333336,0.0022376006666666665
1,0.0017678253333333334,0.0016475413333333334,0.0011834053333333334,0.0012422973333333332,0.0012689506666666668
2,0.0017847073333333333,0.0017686913333333333,0.0031462493333333334,0.0014120986666666668,0.00132738
3,0.0021163313333333335,0.00198229,0.0014735353333333334,0.0017875046666666666,0.0017891413333333333
4,0.00174687,0.001594194,0.0012492653333333334,0.0011196246666666668,0.002926774
5,0.002845882,0.001597888,0.0014788013333333332,0.0014061,0.0024440666666666667
