CPU_Load,baseline,cgroup,crun,runc,youki
0,0.02,0.06,0.04,0.02,0.04
1,0.0,0.0,0.02,0.02,0.04
2,0.02,0.02,0.04,0.06,0.04
3,0.04,0.06,0.0,0.02,0.0
4,0.0,0.04,0.0,0.02,0.04
5,0.0,0.0,0.0,0.02,0.04
