CPU_Load,baseline,cgroup,crun,runc,youki
0,1.0,4.0,3.4,3.4,3.8
1,1.2,1.4,1.6,1.2,1.2
2,1.2,1.4,1.6,0.4,2.0
3,0.0,0.2,0.4,0.2,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
