CPU_Load,baseline,cgroup,crun,runc,youki
0,3.3409999999999997,5.813000000000001,7.099999999999999,6.269999999999998,7.166999999999997
1,28.218,29.891,32.499,32.799,31.7
2,53.693000000000005,53.485,56.06,55.57899999999999,56.836
3,77.767,77.91799999999999,78.896,78.964,79.09400000000001
4,99.276,99.226,99.401,99.25,99.352
5,99.45,99.303,99.352,99.477,99.35
