CPU_Load,baseline,cgroup,crun,runc,youki
0,3.6,3.8,3.6,2.6,3.8
1,1.6,1.6,1.8,0.8,1.2
2,1.0,1.6,1.8,1.6,1.8
3,1.0,1.4,0.8,0.6,1.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
