CPU_Load,baseline,cgroup,crun,runc,youki
0,2.8,3.4,4.0,4.0,3.4
1,1.6,2.0,2.0,2.0,1.6
2,1.4,1.6,2.0,1.2,1.8
3,1.0,1.4,0.4,0.4,0.6
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
