CPU_Load,baseline,cgroup,crun,runc,youki
0,3.4,2.8,2.4,1.6,3.0
1,2.2,2.8,1.4,1.0,1.8
2,1.2,0.8,1.0,1.4,1.4
3,0.8,0.4,1.2,0.4,1.6
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
