CPU_Load,baseline,cgroup,crun,runc,youki
0,2.8420000000000014,1.4560000000000002,2.110000000000002,3.3400000000000007,1.452000000000001
1,32.629999999999995,30.955999999999996,28.46,28.118000000000002,31.648000000000003
2,56.152,51.178,52.852,51.908,51.628
3,79.716,74.486,76.054,76.24600000000001,76.138
4,99.352,100.0,99.6,99.5,99.352
5,99.45,100.0,99.452,99.65,99.602
